uid	regulation	name	id	type	prob	correct	incorrect	zero	score
8532	-1	HOXC8	3224	Protein	1.18853e-309	1	4	30	-3
8532	0	HOXC8	3224	Protein	1	0	0	0	0
8532	1	HOXC8	3224	Protein	1.32434e-309	4	1	30	3
8541	-1	GABPB2	126626	Protein	1.18874e-309	0	1	0	-1
8541	0	GABPB2	126626	Protein	1	0	0	0	0
8541	1	GABPB2	126626	Protein	1.32455e-309	1	0	0	1
868	-1	progesterone	17026	Compound	1.15797e-309	5	4	108	1
868	0	progesterone	17026	Compound	1	0	0	0	0
868	1	progesterone	17026	Compound	1.29378e-309	4	5	108	-1
8688	-1	angiotensin II	48432	Compound	1.18895e-309	4	6	2	-2
8688	0	angiotensin II	48432	Compound	1	0	0	0	0
8688	1	angiotensin II	48432	Compound	1.32476e-309	6	4	2	2
8788	-1	phenylalanine	28044	Compound	1.18917e-309	1	0	11	1
8788	0	phenylalanine	28044	Compound	1	0	0	0	0
8788	1	phenylalanine	28044	Compound	1.32497e-309	0	1	11	-1
8863	-1	Calcium		Compound	1.18938e-309	3	3	31	0
8863	0	Calcium		Compound	1	0	0	0	0
8863	1	Calcium		Compound	1.32519e-309	3	3	31	0
893	-1	TAF4	6874	Protein	1.15819e-309	1	2	14	-1
893	0	TAF4	6874	Protein	1	0	0	0	0
893	1	TAF4	6874	Protein	1.29399e-309	2	1	14	1
8979	-1	Oxidized Low Density LipoProtein		Compound	1.18959e-309	5	6	16	-1
8979	0	Oxidized Low Density LipoProtein		Compound	1	0	0	0	0
8979	1	Oxidized Low Density LipoProtein		Compound	1.3254e-309	6	5	16	1
9015	-1	reactive oxygen species	26523	Compound	1.1898e-309	8	3	30	5
9015	0	reactive oxygen species	26523	Compound	1	0	0	0	0
9015	1	reactive oxygen species	26523	Compound	1.32561e-309	3	8	30	-5
9017	-1	LPIN1	23175	Protein	1.19002e-309	0	1	13	-1
9017	0	LPIN1	23175	Protein	1	0	0	0	0
9017	1	LPIN1	23175	Protein	1.32582e-309	1	0	13	1
9068	-1	HIST1H1A	3024	Protein	1.19023e-309	2	1	0	1
9068	0	HIST1H1A	3024	Protein	1	0	0	0	0
9068	1	HIST1H1A	3024	Protein	1.32604e-309	1	2	0	-1
9123	-1	PLOD1	5351	Protein	1.19044e-309	1	0	0	1
9123	0	PLOD1	5351	Protein	1	0	0	0	0
9123	1	PLOD1	5351	Protein	1.32625e-309	0	1	0	-1
9125	-1	BLVRA	644	Protein	1.19065e-309	1	2	15	-1
9125	0	BLVRA	644	Protein	1	0	0	0	0
9125	1	BLVRA	644	Protein	1.32646e-309	2	1	15	1
9194	-1	wortmannin	52289	Compound	1.19086e-309	1	0	7	1
9194	0	wortmannin	52289	Compound	1	0	0	0	0
9194	1	wortmannin	52289	Compound	1.32667e-309	0	1	7	-1
9195	-1	AKT Family		Protein	1.19108e-309	2	8	22	-6
9195	0	AKT Family		Protein	1	0	0	0	0
9195	1	AKT Family		Protein	1.32688e-309	8	2	22	6
9203	-1	SALL4	57167	Protein	1.19129e-309	0	1	24	-1
9203	0	SALL4	57167	Protein	1	0	0	0	0
9203	1	SALL4	57167	Protein	1.3271e-309	1	0	24	1
925	-1	LY 294002		Compound	1.1584e-309	2	0	15	2
925	0	LY 294002		Compound	1	0	0	0	0
925	1	LY 294002		Compound	1.29421e-309	0	2	15	-2
9303	-1	ZFPM1	161882	Protein	1	1	2	3	-1
9303	0	ZFPM1	161882	Protein	1.2594e-309	0	0	0	0
9303	1	ZFPM1	161882	Protein	1.32731e-309	2	1	3	1
9326	-1	Notch Family		Protein	1.19171e-309	0	1	4	-1
9326	0	Notch Family		Protein	1.25962e-309	0	0	0	0
9326	1	Notch Family		Protein	1	1	0	4	1
9335	-1	MEOX2	4223	Protein	1.19193e-309	1	2	1	-1
9335	0	MEOX2	4223	Protein	1	0	0	0	0
9335	1	MEOX2	4223	Protein	1.32773e-309	2	1	1	1
9464	-1	Thiazolidinedione		Compound	1.19214e-309	7	5	15	2
9464	0	Thiazolidinedione		Compound	1	0	0	0	0
9464	1	Thiazolidinedione		Compound	1.32794e-309	5	7	15	-2
9467	-1	KLF7	8609	Protein	1.19235e-309	0	1	31	-1
9467	0	KLF7	8609	Protein	1	0	0	0	0
9467	1	KLF7	8609	Protein	1.32816e-309	1	0	31	1
9511	-1	coumarin	28794	Compound	1.19256e-309	0	1	25	-1
9511	0	coumarin	28794	Compound	1	0	0	0	0
9511	1	coumarin	28794	Compound	1.32837e-309	1	0	25	1
9701	-1	HDAC Family		Protein	1.19277e-309	2	2	2	0
9701	0	HDAC Family		Protein	1	0	0	0	0
9701	1	HDAC Family		Protein	1.32858e-309	2	2	2	0
979	-1	atorvastatin	39548	Compound	1.15861e-309	2	2	6	0
979	0	atorvastatin	39548	Compound	1	0	0	0	0
979	1	atorvastatin	39548	Compound	1.29442e-309	2	2	6	0
9841	-1	Dietary Lipid		Compound	1.19299e-309	1	1	0	0
9841	0	Dietary Lipid		Compound	1	0	0	0	0
9841	1	Dietary Lipid		Compound	1.32879e-309	1	1	0	0
9865	-1	IFNA Family		Protein	1.1932e-309	0	1	42	-1
9865	0	IFNA Family		Protein	1	0	0	0	0
9865	1	IFNA Family		Protein	1.32901e-309	1	0	42	1
987	-1	HNRNPA1	3178	Protein	1.15882e-309	2	0	3	2
987	0	HNRNPA1	3178	Protein	1	0	0	0	0
987	1	HNRNPA1	3178	Protein	1.29463e-309	0	2	3	-2
9891	-1	Colforsin		Compound	1.19341e-309	5	7	67	-2
9891	0	Colforsin		Compound	1.26131e-309	0	0	0	0
9891	1	Colforsin		Compound	1	7	5	67	2
9909	-1	FOXO1	2308	Protein	1	21	7	187	14
9909	0	FOXO1	2308	Protein	1.26153e-309	0	0	0	0
9909	1	FOXO1	2308	Protein	1.32943e-309	7	21	187	-14
9985	-1	nicotine	18723	Compound	1.19383e-309	3	1	101	2
9985	0	nicotine	18723	Compound	1	0	0	0	0
9985	1	nicotine	18723	Compound	1.32964e-309	1	3	101	-2
