uid	srcuid	trguid	srcname	srctype	trgname	trgtype	trgval	type	pmids	nls
36293	 9887	 8679	estradiol	Compound	MET	mRNA	0	1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
36710	 9887	 2758	estradiol	Compound	SHANK2	mRNA	0	-1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
36802	 9887	12885	estradiol	Compound	EGR3	mRNA	0	1	15579445	Estrogen has been postulated to be involved in inhibition of vascular smooth muscle cell (VSMC) proliferation mainly via estrogen receptor (ER), but the detailed mechanism has remained primarily unknown. Therefore, in this study, microarray analysis was used in two types of cultured human VSMCs: one positive for ER alpha, and the other for ER beta, which were treated by estrogens to detect the estrogen-responsive genes. We also used quantitative reverse transcriptase-polymerase chain reaction (RT-PCR) to evaluate mRNA levels of selective target gene (TG) in these cells. We further studied whether the TG product was involved in inhibition of proliferation using small interfering RNA (siRNA) of the TG transfection. We subsequently used quantitative RT-PCR and in situ hybridization analysis to evaluate the expression of these gene products in human aorta. E4F1, a possible inducer of cell growth arrest, was markedly increased only in ER alpha-positive VSMCs by estrogens in both microarray and RT-PCR analyses. Blocking of E4F1 using siRNA suppressed estrogenic inhibition of ER alpha-positive VSMC proliferation. E4F1 mRNA was abundant in premenopausal female aorta with mild atherosclerotic changes. E4F1 is therefore considered one of the estrogen-responsive genes involving ER alpha-mediated inhibition of VSMC proliferation and may play an important role in estrogen-related atheroprotection of human aorta.
37488	 9887	13065	estradiol	Compound	RASD1	mRNA	0	1	17351261	See Table 2: Representative Gene Expression Changes after 2h of EE (17 alpha-ethinyl estradiol) Exposure. All changes are greater than or equal to 1.5
37596	 9887	16953	estradiol	Compound	SHMT1	mRNA	0	-1	17673513	Table 1 Downregulated genes in WT testis exposed to E2 (> 2fold change)
38008	 9887	 9005	estradiol	Compound	SUSD3	mRNA	0	-1	17673513	Table 1 Downregulated genes in WT testis exposed to E2 (> 2fold change)
38168	 9887	16815	estradiol	Compound	CKLF	mRNA	0	1	15579445	Estrogen has been postulated to be involved in inhibition of vascular smooth muscle cell (VSMC) proliferation mainly via estrogen receptor (ER), but the detailed mechanism has remained primarily unknown. Therefore, in this study, microarray analysis was used in two types of cultured human VSMCs: one positive for ER alpha, and the other for ER beta, which were treated by estrogens to detect the estrogen-responsive genes. We also used quantitative reverse transcriptase-polymerase chain reaction (RT-PCR) to evaluate mRNA levels of selective target gene (TG) in these cells. We further studied whether the TG product was involved in inhibition of proliferation using small interfering RNA (siRNA) of the TG transfection. We subsequently used quantitative RT-PCR and in situ hybridization analysis to evaluate the expression of these gene products in human aorta. E4F1, a possible inducer of cell growth arrest, was markedly increased only in ER alpha-positive VSMCs by estrogens in both microarray and RT-PCR analyses. Blocking of E4F1 using siRNA suppressed estrogenic inhibition of ER alpha-positive VSMC proliferation. E4F1 mRNA was abundant in premenopausal female aorta with mild atherosclerotic changes. E4F1 is therefore considered one of the estrogen-responsive genes involving ER alpha-mediated inhibition of VSMC proliferation and may play an important role in estrogen-related atheroprotection of human aorta.
38819	 9887	14027	estradiol	Compound	COL5A1	mRNA	-1	1	12655037	The profound effects of 17beta-estradiol on cell growth, differentiation, and general homeostasis of the reproductive and other systems, are mediated mostly by regulation of temporal and cell type-specific expression of different genes. In order to understand better the molecular events associated with the activation of the estrogen receptor (ER), we have used microarray technology to determine the transcriptional program and dose-response characteristics of exposure to a potent synthetic estrogen, 17 alpha-ethynyl estradiol (EE), during prepubertal development. Changes in patterns of gene expression were determined in the immature uterus and ovaries of Sprague-Dawley rats on postnatal day (PND) 24, 24 h after exposure to EE, at 0.001, 0.01, 0.1, 1 and 10 micro g EE/kg/day (sc), for four days (dosing from PND 20 to 23). The transcript profiles were compared between treatment groups and controls using oligonucleotide arrays to determine the expression level of approximately 7000 annotated rat genes and over 1740 expressed sequence tags (ESTs). Quantification of the number of genes whose expression was modified by the treatment, for each of the various doses of EE tested, showed clear evidence of a dose-dependent treatment effect that follows a monotonic response, concordant with the dose-response pattern of uterine wet-weight gain and luminal epithelial cell height. The number of genes whose expression is affected by EE exposure increases according to dose. At the highest dose tested of EE, we determined that the expression level of over 300 genes was modified significantly (p dose-dependent analysis of the transcript profile revealed a set of 88 genes whose expression is significantly and reproducibly modified (increased or decreased) by EE exposure (p demonstrate that, exposure to a potent estrogenic chemical during prepubertal maturation changes the gene expression profile of estrogen-sensitive tissues. Furthermore, the products of the EE-regulated genes identified in these tissues have a physiological role in different intracellular pathways, information that will be valuable to determine the mechanism of action of estrogens. Moreover, those genes could be used as biomarkers to identify chemicals with estrogenic activity.
39572	 9887	13744	estradiol	Compound	CDKN1B	mRNA	-1	1	 9048598	Furthermore, expression of the cdk inhibitor p27Kip1, a key regulator of uterine functions, is induced by E2 in this organ.
39968	 9887	 6114	estradiol	Compound	NFKBIA	mRNA	1	-1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
40021	 9887	16637	estradiol	Compound	ZFP36L1	mRNA	0	1	16239301	In breast cancers, estrogen receptor (ER) levels are highly correlated with response to endocrine therapies. We sought to define mechanisms of estradiol (E) signaling in a solid breast tumor model using gene expression profiling. ER+ T47D-Y human breast cancer cells were grown as xenografts in ovariectomized nude mice under four conditions: i. E for 8 weeks (E); ii. without E for 8 weeks (controls, C); iii. E for 7 weeks followed by 1 week of E withdrawal (Ewd), or iv. E for 8 weeks with Tamoxifen for the last week (E+Tam). E-regulated genes were defined as those that differed significantly between C and E, and/or between E and Ewd. These protocols generated 188 in vivo E-regulated genes that showed two major patterns of regulation. Approximately 46% returned to basal states after Ewd (Class I genes); 53% did not (Class II genes). In addition, more than 70% of Class II regulated genes also failed to reverse in response to Tamoxifen. These genes may be interesting to study hormone resistance issues. A subset of in vivo E-regulated genes appears on lists of clinical  \ER discriminator \ genes. These may be useful therapeutic targets or markers of E activity. Comparison of in vivo E-regulated genes to those regulated in identical cells in vitro after 6 and 24 h of E treatment demonstrate only 11% overlap. This indicates the extent to which gene expression profiles are uniquely dependent on hormone treatment times and the cellular microenvironment.
40758	 9887	13236	estradiol	Compound	Cyp2d9	mRNA	0	1	12072388	17alpha-Ethinyl estradiol (EE) pretreatment reduced the IL-1beta induction of approximately one third of these genes. Estrogen receptor alpha (ERalpha) was required for this inhibitory activity, because EE inhibition of IL-1beta-stimulated gene expression occurred in ERbeta knockout mice, but not in ERalpha knockout mice. Table 2. EE induction of gene expression in the mouse liver
41009	 9887	 3809	estradiol	Compound	HSPA8	mRNA	0	1	11085516	table 1 - genes induced by E2 in breast cancer cells
42462	 9887	13544	estradiol	Compound	AGTR1	mRNA	0	-1	16675453	For example, Ang II (8), cAMP stimulating agents (9), and estrogens (10, 11) decrease rat AT1AR expression by stimulating rat AT1AR mRNA decay. In contrast, insulin (12), low density lipoprotein (13), and progesterone (11) up-regulate receptor expression by decreasing AT1AR mRNA decay rates. Additionally, rat AT1AR expression is regulated by translational mechanisms via cytosolic proteins that interact with the 5p-UTR of the receptor mRNA (10, 14–18).
43803	 9887	11318	estradiol	Compound	MAP2K5	mRNA	1	-1	12047351	Table 2 List of oestrogen-repressed genes.
44424	 9887	13271	estradiol	Compound	CCL2	mRNA	0	-1	11872210	Modified assertion
44808	 9887	 7438	estradiol	Compound	ZEB1	mRNA	0	1	14965470	estrogen induces the expression of the gene encoding delta EF1
45671	 9887	18679	estradiol	Compound	H2AFZ	mRNA	0	1	11085516	table 1 - genes induced by E2 in breast cancer cells
45691	 9887	 8412	estradiol	Compound	LGALS1	mRNA	0	1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
45949	 9887	17831	estradiol	Compound	ATF5	mRNA	0	1	16239301	In breast cancers, estrogen receptor (ER) levels are highly correlated with response to endocrine therapies. We sought to define mechanisms of estrogen (E) signaling in a solid breast tumor model using gene expression profiling. ER(+) T47D-Y human breast cancer cells were grown as xenografts in ovariectomized nude mice under four conditions: 1) 17beta-estradiol for 8 wk (E); 2) without E for 8 wk (control); 3) E for 7 wk followed by 1 wk of E withdrawal (Ewd); or 4) E for 8 wk plus tamoxifen for the last week. E-regulated genes were defined as those that differed significantly between control and E and/or between E and Ewd or control and Ewd. These protocols generated 188 in vivo E-regulated genes that showed two major patterns of regulation. Approximately 46% returned to basal states after Ewd (class I genes); 53% did not (class II genes). In addition, more than 70% of class II-regulated genes also failed to reverse in response to tamoxifen. These genes may be interesting for the study of hormone-resistance issues. A subset of in vivo E-regulated genes appears on lists of clinical ER discriminator genes. These may be useful therapeutic targets or markers of E activity. Comparison of in vivo E-regulated genes with those regulated in identical cells in vitro after 6 and 24 h of E treatment demonstrate only 11% overlap. This indicates the extent to which gene expression profiles are uniquely dependent on hormone-treatment times and the cellular microenvironment.
46308	 9887	  546	estradiol	Compound	LEFTY2	mRNA	0	-1	17673513	Table 1 Downregulated genes in WT testis exposed to E2 (> 2fold change)
46334	 9887	15575	estradiol	Compound	SLC35F2	mRNA	0	-1	17673513	Table 1 Downregulated genes in WT testis exposed to E2 (> 2fold change)
47017	 9887	17438	estradiol	Compound	CD38	mRNA	0	1	11870063	A cell surface glycoprotein, CD38, catalyzes the synthesis and breakdown of cADPR and thus possesses bifunctional enzymatic activity. The results demonstrate that cyclase and hydrolase activities are associated with a single protein fraction, similar to CD38 in uteri from both ovariectomized and estradiol-treated rats, and estradiol-17 beta causes 1) increased CD38 mRNA and protein expression and 2) significantly enhanced cyclase but not hydrolase activity.
47154	 9887	 5176	estradiol	Compound	COQ10B	mRNA	0	1	17351261	See Table 2: Representative Gene Expression Changes after 2h of EE (17 alpha-ethinyl estradiol) Exposure. All changes are greater than or equal to 1.5
47194	 9887	 9874	estradiol	Compound	KRT86	mRNA	0	-1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
48477	 9887	12961	estradiol	Compound	CCT2	mRNA	0	1	11085516	table 1 - genes induced by E2 in breast cancer cells
49825	 9887	16514	estradiol	Compound	EIF3B	mRNA	0	1	16239301	In breast cancers, estrogen receptor (ER) levels are highly correlated with response to endocrine therapies. We sought to define mechanisms of estrogen (E) signaling in a solid breast tumor model using gene expression profiling. ER(+) T47D-Y human breast cancer cells were grown as xenografts in ovariectomized nude mice under four conditions: 1) 17beta-estradiol for 8 wk (E); 2) without E for 8 wk (control); 3) E for 7 wk followed by 1 wk of E withdrawal (Ewd); or 4) E for 8 wk plus tamoxifen for the last week. E-regulated genes were defined as those that differed significantly between control and E and/or between E and Ewd or control and Ewd. These protocols generated 188 in vivo E-regulated genes that showed two major patterns of regulation. Approximately 46% returned to basal states after Ewd (class I genes); 53% did not (class II genes). In addition, more than 70% of class II-regulated genes also failed to reverse in response to tamoxifen. These genes may be interesting for the study of hormone-resistance issues. A subset of in vivo E-regulated genes appears on lists of clinical ER discriminator genes. These may be useful therapeutic targets or markers of E activity. Comparison of in vivo E-regulated genes with those regulated in identical cells in vitro after 6 and 24 h of E treatment demonstrate only 11% overlap. This indicates the extent to which gene expression profiles are uniquely dependent on hormone-treatment times and the cellular microenvironment.
49884	 9887	15228	estradiol	Compound	TIMP3	mRNA	0	-1	14568914	Estradiol induced a significant reduction in uterine TIMP-3 expression in wild-type mice
50256	 9887	16618	estradiol	Compound	VDAC3	mRNA	0	-1	12606449	Estradiol-17beta pellets were implanted into ovariectomized mice and removed 4 days later (Day 0). The apoptotic index (percentage of apoptotic cells) of the luminal epithelium increased markedly, peaking on Day 2, whereas that of the glandular epithelium increased much less. Expression of VDAC1, 2, and 3 mRNAs increased in the luminal epithelium in correlation with the apoptotic index of the luminal epithelium.
51453	 9887	 7564	estradiol	Compound	WNT5A	mRNA	0	1	15358837	We show here that estrogen in an ER-independent manner rapidly up-regulates the expression of Wnt4 and Wnt5a of the Wnt family and frizzled-2 of the Wnt receptor family in the mouse uterus.
 5163	 9887	 4295	estradiol	Compound	CD53	mRNA	0	1	12072388	17alpha-Ethinyl estradiol (EE) pretreatment reduced the IL-1beta induction of approximately one third of these genes. Estrogen receptor alpha (ERalpha) was required for this inhibitory activity, because EE inhibition of IL-1beta-stimulated gene expression occurred in ERbeta knockout mice, but not in ERalpha knockout mice. Table 2. EE induction of gene expression in the mouse liver
51762	 9887	 3665	estradiol	Compound	MYBL1	mRNA	0	1	16239301	In breast cancers, estrogen receptor (ER) levels are highly correlated with response to endocrine therapies. We sought to define mechanisms of estrogen (E) signaling in a solid breast tumor model using gene expression profiling. ER(+) T47D-Y human breast cancer cells were grown as xenografts in ovariectomized nude mice under four conditions: 1) 17beta-estradiol for 8 wk (E); 2) without E for 8 wk (control); 3) E for 7 wk followed by 1 wk of E withdrawal (Ewd); or 4) E for 8 wk plus tamoxifen for the last week. E-regulated genes were defined as those that differed significantly between control and E and/or between E and Ewd or control and Ewd. These protocols generated 188 in vivo E-regulated genes that showed two major patterns of regulation. Approximately 46% returned to basal states after Ewd (class I genes); 53% did not (class II genes). In addition, more than 70% of class II-regulated genes also failed to reverse in response to tamoxifen. These genes may be interesting for the study of hormone-resistance issues. A subset of in vivo E-regulated genes appears on lists of clinical ER discriminator genes. These may be useful therapeutic targets or markers of E activity. Comparison of in vivo E-regulated genes with those regulated in identical cells in vitro after 6 and 24 h of E treatment demonstrate only 11% overlap. This indicates the extent to which gene expression profiles are uniquely dependent on hormone-treatment times and the cellular microenvironment.
53043	 9887	 3486	estradiol	Compound	CFP	mRNA	0	1	12072388	17alpha-Ethinyl estradiol (EE) pretreatment reduced the IL-1beta induction of approximately one third of these genes. Estrogen receptor alpha (ERalpha) was required for this inhibitory activity, because EE inhibition of IL-1beta-stimulated gene expression occurred in ERbeta knockout mice, but not in ERalpha knockout mice. Table 2. EE induction of gene expression in the mouse liver
53121	 9887	16414	estradiol	Compound	Ccl6	mRNA	0	-1	15294957	As compared with noninflamed tissue, these chemokine mRNA l evels were strongly up-regulated in the spinal cord of placebo-treated WT mice, but remained at basal level in E2-treated WT animals (Fig. 2D).
53495	 9887	18036	estradiol	Compound	WISP2	mRNA	0	1	12659671	WISP-2 is an estrogen-induced early response gene in MCF-7 cells and the expression was continuously increased to reach a maximum level at 24 h.
 5366	 9887	 6171	estradiol	Compound	CECR6	mRNA	0	1	17962382	Figure 2 - fold difference after E2 binding vs. control
53714	 9887	14860	estradiol	Compound	FHL1	mRNA	0	1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
53879	 9887	  441	estradiol	Compound	ATP1B3	mRNA	1	1	15901920	upregulated by Estradiol
54337	 9887	 4922	estradiol	Compound	NAB2	mRNA	0	1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
54392	 9887	18907	estradiol	Compound	RAP1A	mRNA	0	1	15831674	Antiestrogens and aromatase inhibitors are important drugs in the treatment of estrogen-dependent breast cancer. To investigate the effects of these drugs on gene expression in breast cancer cells, we treated estrogen receptor-positive MCF-7 cells stably transfected with the aromatase gene (known as MCF-7aro cells) with testosterone, 17 beta-estradiol, two aromatase inhibitors (letrozole and anastrozole), and an antiestrogen (tamoxifen). We found that testosterone or 17 beta-estradiol induced the proliferation of MCF-7aro cells at a rate six times faster than the untreated cells. In addition, the testosterone-induced proliferation of MCF-7aro cells was effectively suppressed by letrozole, anastrozole, or tamoxifen. Microarray analyses on Affymetrix Human Genome U133A GeneChips (Affymetrix, Santa Clara, CA) were carried out using total RNA isolated from the control and treated cells. At the false discovery rate of 0.05 and a minimum fold-change criteria of 1.5, 104 genes were identified that were up-regulated and 109 genes were identified that were down-regulated by both androgen and estrogen. More than 50% of these hormone-regulated genes were counter-regulated by all three inhibitors and >90% were counter-regulated by at least one of the inhibitors. Comparing the effect of each inhibitor on gene expression, we observed that letrozole and anastrozole are more similar in terms of the genes they affect compared with treatment with tamoxifen. To validate the gene expression profiles identified from microarray analyses, the expression patterns of 13 representative genes were examined by Northern analysis. Finally, the genes identified as statistically significant were classified based on their expression patterns and biological function/pathways. The results of this study provide us with a better understanding of the actions of both aromatase inhibitors and antiestrogens at the molecular level. We believe that the results of this study serve as the first step in identifying unique expression patterns following drug treatment, and that this will ultimately be useful in customizing patient treatment strategies for hormone-dependent breast cancer.
54950	 9887	10940	estradiol	Compound	HAP1	mRNA	0	1	15579445	Estrogen has been postulated to be involved in inhibition of vascular smooth muscle cell (VSMC) proliferation mainly via estrogen receptor (ER), but the detailed mechanism has remained primarily unknown. Therefore, in this study, microarray analysis was used in two types of cultured human VSMCs: one positive for ER alpha, and the other for ER beta, which were treated by estrogens to detect the estrogen-responsive genes. We also used quantitative reverse transcriptase-polymerase chain reaction (RT-PCR) to evaluate mRNA levels of selective target gene (TG) in these cells. We further studied whether the TG product was involved in inhibition of proliferation using small interfering RNA (siRNA) of the TG transfection. We subsequently used quantitative RT-PCR and in situ hybridization analysis to evaluate the expression of these gene products in human aorta. E4F1, a possible inducer of cell growth arrest, was markedly increased only in ER alpha-positive VSMCs by estrogens in both microarray and RT-PCR analyses. Blocking of E4F1 using siRNA suppressed estrogenic inhibition of ER alpha-positive VSMC proliferation. E4F1 mRNA was abundant in premenopausal female aorta with mild atherosclerotic changes. E4F1 is therefore considered one of the estrogen-responsive genes involving ER alpha-mediated inhibition of VSMC proliferation and may play an important role in estrogen-related atheroprotection of human aorta.
